1.collectionobject.catalogNumber,"1,10.collectingevent.startDateNumericYear","1,10.collectingevent.startDate","1,9-determinations.collectionobject.determinations","1,10,30-collectors.collectingevent.collectors","1,10,30-collectors,5.agent.abbreviation","1,9-determinations,5-determiner.determination.determiner","1,9-determinations.determination.determinedDate","1,10,2.locality.localityName","1,10,2.collectingevent.locality","1,10,2,3.locality.geography","1,111-collectionobjectattachments,41.attachment.attachmentLocation"
816308,1892,07/1892,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Danmarks Ø Mg. alm fugtige Kær.,Groenlandiam orientalem. Danmarks Ø Mg. alm fugtige Kær.; Greenland,Greenland,sp62270736520016289731.att.jpg
816309,1891,08/1891,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Danmarks Ø.,Groenlandiam orientalem. Danmarks Ø.; Greenland,Greenland,sp62314275476110039315.att.jpg
816313,1891,08/1891,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Danmarks Ø I Kær.,Groenlandiam orientalem. Danmarks Ø I Kær.; Greenland,Greenland,sp66770607985878292187.att.jpg
816343,1896,1896,Catabrosa latifolia (current) ,,,,,Oestliches Grönland: Abhänge und Gletscherwälle am Kaiser Franz Josephs Fiord.,Oestliches Grönland: Abhänge und Gletscherwälle am Kaiser Franz Josephs Fiord.; Greenland,Greenland,sp68999144878172911218.att.jpg
816351,1936,04/09/1936,Arctophila fulva var. pendaline* (current) ,"Lagerkranz, J.",,,,Groenlandia occident.: Regio Godthaabs In frelis Godthaabs Fjord Col. minor Sârdloq In margin rivulorien.*,Groenlandia occident.: Regio Godthaabs In frelis Godthaabs Fjord Col. minor Sârdloq In margin rivulorien.*; Greenland,Greenland,sp63516813300424698871.att.jpg
816356,1835,08/1835,Colpodium latifolium (current) ,"Prikket, J.",,,,In locis humidis per pedes alpium Sakkane. distr. Colon Rittenb.,In locis humidis per pedes alpium Sakkane. distr. Colon Rittenb.; Greenland,Greenland,sp65202308125660637671.att.jpg
816357,1834,08/1834,Colpodium latifolium (current) ,"Vahl, J.",,,,In locis humidis ad latera inferiora alpium territorii colon. Upernivik.,In locis humidis ad latera inferiora alpium territorii colon. Upernivik.; Greenland,Greenland,sp62856930378651493920.att.jpg
816358,1835,08/1835,Colpodium latifolium (current) ,"Vahl, J.",,,,E Groenlandia. In locis humidis per pedes alpium distr. Colon. Rittenbenk.,E Groenlandia. In locis humidis per pedes alpium distr. Colon. Rittenbenk.; Greenland,Greenland,sp67449263305090973361.att.jpg
816359,1835,08/1835,Colpodium latifolium (current) ,"Vahl, J.",,,,In locis humidis ad latera inferiora alpium territorii colon. Rittenbenk.,In locis humidis ad latera inferiora alpium territorii colon. Rittenbenk.; Greenland,Greenland,sp61798715760183195822.att.jpg
816363,1884,16/08/1884,Arctophila effusa (current) ,"Warming et al., Eug.",,,,"V. Gr. Sukkertoppen, i Vaudhuller per* Kleppen* ved Havet.","V. Gr. Sukkertoppen, i Vaudhuller per* Kleppen* ved Havet.; Greenland",Greenland,sp61368944470951431671.att.jpg
816364,1932,13/09/1932,Arctophila fulva (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Sukkertoppen. Langs Aflób fra Grönlanderhusen* i Kolonien.,Vest-Grønland. Sukkertoppen. Langs Aflób fra Grönlanderhusen* i Kolonien.; Greenland,Greenland,sp63429649268873602094.att.jpg
816365,1937,03/09/1937,Arctophila effusa (current) ,"Porsild, Morten",,,,"Vest-Grönland. Sukkertoppen indenfor Koloni-Omraadet, alm.","Vest-Grönland. Sukkertoppen indenfor Koloni-Omraadet, alm.; Greenland",Greenland,sp62565626854320529343.att.jpg
816367,1917,07/1917,Arctophila effusa (current) ,"Mortensen, H.",,,,Godthaab,Godthaab; Greenland,Greenland,sp62487826775310566309.att.jpg
816369,1927,30/07/1927,Arctophila effusa (current) ,"Eugenius, J.",,,,Godthaab. Groenl. Occid.,Godthaab. Groenl. Occid.; Greenland,Greenland,sp64365685647773181176.att.jpg
816374,1927,30/07/1927,Arctophila effusa (current) ,"Eugenius, J.",,,,Groenl. Occid. Godthaab. Neria.,Groenl. Occid. Godthaab. Neria.; Greenland,Greenland,sp61751263233825134265.att.jpg
816378,1830,07/1830,Arctophila effusa (current) ,"Vahl, J.",,,,In locis humidis Godthaab.,In locis humidis Godthaab.; Greenland,Greenland,sp61320417966107000596.att.jpg
816380,1830,07/1830,Arctophila effusa (current) ,Prikket et al.,,,,In locis humidis Godthaab.,In locis humidis Godthaab.; Greenland,Greenland,sp61562314121897348102.att.jpg
816381,1830,07/1830,Arctophila effusa (current) ,"Vahl, J.",,,,In locis humidis Godthaab.,In locis humidis Godthaab.; Greenland,Greenland,sp62306010189691249545.att.jpg
816384,1931,20/09/1931,Avena sativa (current) ,"Porsild, Morten",,,,"Groenl. Occid. Disko, nær Arktisk Station.","Groenl. Occid. Disko, nær Arktisk Station.; Greenland",Greenland,sp69004874327040911120.att.jpg
816385,1931,20/09/1931,Avena sativa (current) ,"Porsild, Morten",,,,"Groenl. Occid. Disko, nær Arktisk Station.","Groenl. Occid. Disko, nær Arktisk Station.; Greenland",Greenland,sp66361007195661309982.att.jpg
816386,1923,04/09/1923,Avena sativa (current) ,"Porsild, Morten",,,,"Ukrudt fra Modding (Höusefoder*). Groenl. Occid. Disko, Arktisk Station.","Ukrudt fra Modding (Höusefoder*). Groenl. Occid. Disko, Arktisk Station.; Greenland",Greenland,sp6770782073027504090.att.jpg
816387,1923,04/09/1923,Avena sativa (current) ,"Porsild, Morten",,,,Ukrudt (pa indf.* Hóusefoder*) paa Móddingen*. Disko.,Ukrudt (pa indf.* Hóusefoder*) paa Móddingen*. Disko.; Greenland,Greenland,sp68671383548184957102.att.jpg
816389,1899,20/09/1899,Avena sativa (current) ,Lindhard,,,,Ivigtut.,Ivigtut.; Greenland,Greenland,sp61091239005639430643.att.jpg
816395,1916,22/08/1916,Bromus mollis (current) ,"Porsild, Morten",,,,"Disko, Ved Stationen.","Disko, Ved Stationen.; Greenland",Greenland,sp6196832644052643089.att.jpg
816399,1931,08/1931,Bromus mollis (current) ,Rosendahl,,,,Rud. Wegeners Veststation.,Rud. Wegeners Veststation.; Greenland,Greenland,sp68016350753008785789.att.jpg
816400,1916,22/08/1916,Bromus erectus (current) ,"Porsild, Morten",,,,"Förstsudliggende*, Psykraklini*, sadenopret.* Disko, Ved Stationen.","Förstsudliggende*, Psykraklini*, sadenopret.* Disko, Ved Stationen.; Greenland",Greenland,sp6513142218304553531.att.jpg
816401,1916,22/08/1916,Bromus tectorum (current) ,"Porsild, Morten",,,,"Ruderalplante. Disko, Ved Stationen.","Ruderalplante. Disko, Ved Stationen.; Greenland",Greenland,sp63872569660642254442.att.jpg
816402,1916,22/08/1916,Bromus tectorum (current) ,"Porsild, Morten",,,,"Ruderalplante. Disko, Ved Stationen.","Ruderalplante. Disko, Ved Stationen.; Greenland",Greenland,sp68720249517962893756.att.jpg
816404,1932,11/08/1932,Calamagrostis groenlandica (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Sydostbugten: Seqínerqârajugtoq i Hede.,Vest-Grønland. Sydostbugten: Seqínerqârajugtoq i Hede.; Greenland,Greenland,sp62283429426670843690.att.jpg
816405,1932,15/08/1932,Calamagrostis groenlandica (current) ,"Porsild, Morten",,,,"Vest-Grønl.: Sydost Bugt, Vigen S.f. Vestre Qeqertasugssuk.","Vest-Grønl.: Sydost Bugt, Vigen S.f. Vestre Qeqertasugssuk.; Greenland",Greenland,sp61304985874537489092.att.jpg
816406,1819,1819,Calamagrostis groenlandica (current) ,"Kornerup, A.",,,,Groenl. occ. Nordre Strømfjord.,Groenl. occ. Nordre Strømfjord.; Greenland,Greenland,sp66574214139944102441.att.jpg
816407,1929,12/08/1929,Calamagrostis groenlandica (current) ,"Porsild, R.T.",,,,"Vest-Grønl. S. Disko, Skanseklippen.","Vest-Grønl. S. Disko, Skanseklippen.; Greenland",Greenland,sp6767749491569379682.att.jpg
816408,1929,07/07/1929,Calamagrostis groenlandica (current) ,"Porsild et al., M.P.",,,,Vest-Grønl. Umánaq Ø.,Vest-Grønl. Umánaq Ø.; Greenland,Greenland,sp62105147692591185275.att.jpg
816409,1929,15/08/1929,Calamagrostis groenlandica (current) ,"Porsild, R.T.",,,,"Vest-Grønl. S. Disko, Sinigfik.","Vest-Grønl. S. Disko, Sinigfik.; Greenland",Greenland,sp68908826497088322674.att.jpg
816411,1902,16/08/1902,Calamagrostis groenlandica (current) ,"Porsild, Morten",,,,"Groenl. Occid.; Disco,  Nordre Eqaluit.","Groenl. Occid.; Disco,  Nordre Eqaluit.; Greenland",Greenland,sp61478282411245793984.att.jpg
816412,1929,11/07/1929,Calamagrostis groenlandica (current) ,"Porsild et al., M.P.",,,,Vest-Grønl. Qeqertat.,Vest-Grønl. Qeqertat.; Greenland,Greenland,sp64587011422824067776.att.jpg
816413,1932,08/08/1932,Calamagrostis groenlandica (current) ,"Grøntved, Johs.",,,,West Greenland. Disko Godhavn.,West Greenland. Disko Godhavn.; Greenland,Greenland,sp66195141127574567915.att.jpg
816414,1902,30/07/1902,Calamagrostis groenlandica (current) ,"Porsild, Morten",,,,"Groenl. Occid.; Disco, Ved Söen ved Mundingen af Hammers Dal.","Groenl. Occid.; Disco, Ved Söen ved Mundingen af Hammers Dal.; Greenland",Greenland,sp66599360820048526878.att.jpg
816415,1921,10/08/1921,Calamagrostis groenlandica (current) ,"Porsild, A.",,,,Groenl. Occid. Atanìkerdluk.,Groenl. Occid. Atanìkerdluk.; Greenland,Greenland,sp64514293515085663457.att.jpg
816416,1893,06/08/1893,Calamagrostis groenlandica (current) ,"Vanhöffen, E.",,,,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjord. Asarak.,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjord. Asarak.; Greenland,Greenland,sp64583951934237562118.att.jpg
816417,1892,18/08/1892,Calamagrostis groenlandica (current) ,"Vanhöffen, E.",,,,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjord. Ikerasak.,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjord. Ikerasak.; Greenland,Greenland,sp67982434216044133729.att.jpg
816418,1909,30/07/1909,Calamagrostis groenlandica (current) ,"Nygaard, J.",,,,"Godhavn, Disko","Godhavn, Disko; Greenland",Greenland,sp64283997155946398347.att.jpg
816421,1937,10/08/1937,Calamagrostis groenlandica (current) ,"Sørensen, Thorv.",,,,Scoresbysund: Jameson Land: Gurreholm. Wet sands ground at a rivilet.,Scoresbysund: Jameson Land: Gurreholm. Wet sands ground at a rivilet.; Greenland,Greenland,sp65028715024398505229.att.jpg
816424,1892,02/06/1892,Calamagrostis groenlandica (current) ,"Hartz, N.",,,,Scoresbysund. E Greenland  ,Scoresbysund. E Greenland  ; Greenland,Greenland,sp64177844957835508513.att.jpg
816428,1899,22/08/1899,Calamagrostis groenlandica (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Tasiusak.,Groenlandiam orientalem. Tasiusak.; Greenland,Greenland,sp68714101386077765486.att.jpg
816430,1933,29/07/1933,Calamagrostis groenlandica (current) ,"Bøgvad, Rich",,,,Sydøst-Grønland. Nunivik* Ø. Angmagsalik* Fjord.,Sydøst-Grønland. Nunivik* Ø. Angmagsalik* Fjord.; Greenland,Greenland,sp62790719390035310316.att.jpg
816433,1883,04/09/1883,Calamagrostis groenlandica (current) ,"Aslin.*, Ang.*",,,,"Groenlandia orientales, Kung Oskows* havn.","Groenlandia orientales, Kung Oskows* havn.; Greenland",Greenland,sp67466448049615209564.att.jpg
816434,1931,25/08/1931,Calamagrostis groenlandica (current) ,"Rasmussen, Knud",,,,Sydøst-Grønland. Dr. Maries Dal v. Elvlejet ca 50 m. fra Havet.,Sydøst-Grønland. Dr. Maries Dal v. Elvlejet ca 50 m. fra Havet.; Greenland,Greenland,sp66738167016680032000.att.jpg
816435,1932,15/07/1932,Calamagrostis groenlandica (current) ,"Bøgvad, Rich",,,,Sydøst-Grønland. Tingmiarmît Teltplads.,Sydøst-Grønland. Tingmiarmît Teltplads.; Greenland,Greenland,sp68671877598078620889.att.jpg
816437,1832,08/1832,Calamagrostis neglecta (current) ,"Vahl, J.",,,,Ikertoq.,Ikertoq.; Greenland,Greenland,sp6144478467182458568.att.jpg
816439,1830,07/1830,Calamagrostis neglecta (current) ,Prikket et al.,,,,In locis humidis Godthaab.,In locis humidis Godthaab.; Greenland,Greenland,sp66882857294954182491.att.jpg
816441,1833,08/1833,Calamagrostis groenlandica (current) ,,,,,"In locis humidis ad pedes alpium sinus Pakitsok, distr. Jakobshavn.","In locis humidis ad pedes alpium sinus Pakitsok, distr. Jakobshavn.; Greenland",Greenland,sp62011245203472315073.att.jpg
816442,1824,04/08/1824,Calamagrostis groenlandica (current) ,Prikket et al.,,,,In locis humidis inferalpium Igaliko.,In locis humidis inferalpium Igaliko.; Greenland,Greenland,sp65443837343600105404.att.jpg
816458,1925,04/08/1925,Anthoxanthum odoratum (current) ,"Porsild, A.",,,,"Syd-Grønl. Qaqortoq, ved Kirkeruinen.","Syd-Grønl. Qaqortoq, ved Kirkeruinen.; Greenland",Greenland,sp61669486047726092001.att.jpg
816460,1883,20/06/1883,Anthoxanthum odoratum (current) ,"Nathorst, A.G.",,,,"Groenlandia austral., Kangerdluarssuk.","Groenlandia austral., Kangerdluarssuk.; Greenland",Greenland,sp65910336891469807692.att.jpg
816463,1925,04/08/1925,Anthoxanthum odoratum (current) ,"Porsild, A.",,,,"Syd-Grønl. Qaqortoq, ved Kirkeruinen.","Syd-Grønl. Qaqortoq, ved Kirkeruinen.; Greenland",Greenland,sp61810790472831593850.att.jpg
816464,1925,05/08/1925,Anthoxanthum odoratum (current) ,"Porsild, A.",,,,"Syd-Grønl., Eqaluit, Igaliko-Fjord.","Syd-Grønl., Eqaluit, Igaliko-Fjord.; Greenland; 60.7833300000",Greenland,sp64908565223287421137.att.jpg
816465,1876,18/07/1876,Anthoxanthum odoratum (current) ,"Kornerup, A.",,,,Tunugdliarfik Fjord.,Tunugdliarfik Fjord.; Greenland,Greenland,sp67020838971084930767.att.jpg
816468,1889,25/08/1889,Anthoxanthum odoratum (current) ,"Hartz, N.",,,,Groenl. austr.: Julianehåb.,Groenl. austr.: Julianehåb.; Greenland,Greenland,sp64273529565224587197.att.jpg
816470,1891,1891,Anthoxanthum odoratum (current) ,"Lundholm, Eleonora",,,,"Sydgrönland, Pamiagdluk.","Sydgrönland, Pamiagdluk.; Greenland",Greenland,sp61251279193763473261.att.jpg
816473,1937,26/07/1937,Anthoxanthum odoratum (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Qagdlumiut.,Julianehaab Distrikt. Qagdlumiut.; Greenland,Greenland,sp6848227627863123308.att.jpg
816474,1937,07/07/1937,Anthoxanthum odoratum (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Julianehaab.,Julianehaab Distrikt. Julianehaab.; Greenland,Greenland,sp6835034657034007750.att.jpg
816475,1937,22/08/1937,Anthoxanthum odoratum (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Igaliko.,Julianehaab Distrikt. Igaliko.; Greenland,Greenland,sp69163080799671497307.att.jpg
816487,1876,17/06/1876,Anthoxanthum odoratum (current) ,Herb. Joh. Lange,,,,Sarkarsuit ( Julianehåb Ords.*) 900' kojl.,Sarkarsuit ( Julianehåb Ords.*) 900' kojl.; Greenland,Greenland,sp65836977233684835000.att.jpg
816491,1925,31/07/1925,Anthoxanthum odoratum (current) ,"Porsild, A.",,,,"Syd-Grønl. Amitsuarssuk Qingua, Agdluitsoq-Fjord.","Syd-Grønl. Amitsuarssuk Qingua, Agdluitsoq-Fjord.; Greenland",Greenland,sp65500066504612619901.att.jpg
816492,1900,17/06/1900,Anthoxanthum odoratum (current) ,"Sørensen, P.H.",,,,"Julianehaab, lille Varte.","Julianehaab, lille Varte.; Greenland",Greenland,sp68150478675321712247.att.jpg
816494,1888,16/07/1888,Anthoxanthum odoratum (current) ,"Rosenvinge, L.",,,,Narssaq N. f. Julianehaab.,Narssaq N. f. Julianehaab.; Greenland,Greenland,sp65203700652706992455.att.jpg
816520,1932,08/08/1932,Anthoxanthum odoratum (current) ,"Devold et al., Joachim",,,,South East Greenland. Tingmiarmît: Brattneset.,South East Greenland. Tingmiarmît: Brattneset.; Greenland,Greenland,sp62284500037346466251.att.jpg
816526,1828,04/08/1828,Anthoxanthum odoratum (current) ,"Prikket, J.",,,,In pratis inferalpium Igaliko.,In pratis inferalpium Igaliko.; Greenland,Greenland,sp66442672059956016783.att.jpg
816619,1906,15/08/1906,Arctagrostis latifolia (current) ,"Lundager, Andr.",,,,Groenlandia bor.-orient.: K. Marie Valdemar.,Groenlandia bor.-orient.: K. Marie Valdemar.; Greenland,Greenland,sp61986629701461421168.att.jpg
816621,1933,13/08/1933,Arctagrostis latifolia (current) ,"Sørensen, Thorv.",,,,East Greenland. Skærfjord: North side of Klæbugt. Wet grassy meadow.,East Greenland. Skærfjord: North side of Klæbugt. Wet grassy meadow.; Greenland,Greenland,sp68946432760642396463.att.jpg
816623,1906,19/08/1906,Arctagrostis latifolia (current) ,"Lundager, Andr.",,,,"Groenl. orient. boreal., Stormkap,","Groenl. orient. boreal., Stormkap,; Greenland",Greenland,sp65637474480895960889.att.jpg
816625,1908,14/07/1908,Arctagrostis latifolia (current) ,"Lundager, Andr.",,,,"Groenlandia bor.-orient., Danmarks Havn.","Groenlandia bor.-orient., Danmarks Havn.; Greenland",Greenland,sp61034903279506081289.att.jpg
816626,1908,14/07/1908,Arctagrostis latifolia (current) ,"Lundager, Andr.",,,,"Groenlandia bor.-orient., Danmarks Havn.","Groenlandia bor.-orient., Danmarks Havn.; Greenland",Greenland,sp61408847096035342437.att.jpg
816627,1906,19/08/1906,Arctagrostis latifolia (current) ,"Lundager, Andr.",,,,Groenlandia bor.-orient.: Stormkap.,Groenlandia bor.-orient.: Stormkap.; Greenland,Greenland,sp68091631879976123915.att.jpg
816661,1932,15/08/1932,Arctagrostis latifolia (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Sydostbugten: Landet inden for Kor ved Stranden. Øen Qeqertasugssuk.,Vest-Grønland. Sydostbugten: Landet inden for Kor ved Stranden. Øen Qeqertasugssuk.; Greenland,Greenland,sp68075893397497986499.att.jpg
816662,1932,15/08/1932,Arctagrostis latifolia (current) ,"Porsild, M.P.",,,,"Sydost Bugt, Vegin* S.f. Vestre Qeqertasugssuk.","Sydost Bugt, Vegin* S.f. Vestre Qeqertasugssuk.; Greenland",Greenland,sp65121425075567179337.att.jpg
816667,1892,20/08/1892,Colpodium latifolium (current) ,"Vanhöffen, E.",,,,Groenlandiae boreali-occidentalis. Kome.,Groenlandiae boreali-occidentalis. Kome.; Greenland,Greenland,sp67737617018072102117.att.jpg
816669,1921,26/07/1921,Arctagrostis latifolia (current) ,"Porsild, A.",,,,"Groenl. Occid. Kûk (Kome"").""","Groenl. Occid. Kûk (Kome"").""; Greenland",Greenland,sp6340539515843699005.att.jpg
816670,1902,04/08/1902,Arctagrostis latifolia (current) ,"Porsild, Morten",,,,"Istor Mangde* i Mosborg* land Vandlót*. Groenl. Occident.; Disco, Nordfjorden, Steenstrups Dal.","Istor Mangde* i Mosborg* land Vandlót*. Groenl. Occident.; Disco, Nordfjorden, Steenstrups Dal.; Greenland",Greenland,sp62158336762775277248.att.jpg
816671,1927,26/07/1927,Arctagrostis latifolia (current) ,"Porsild, Morten",,,,Groenl. Occid. Qaersuarssuk.,Groenl. Occid. Qaersuarssuk.; Greenland,Greenland,sp64720416199604130078.att.jpg
816682,1921,31/07/1921,Arctagrostis latifolia (current) ,"Porsild, A.",,,,Groenl. Occid. Ikorfat.,Groenl. Occid. Ikorfat.; Greenland,Greenland,sp62081408365064800814.att.jpg
816687,1923,09/08/1923,Arctagrostis latifolia (current) ,"Porsild, A.",,,,"Groenl. Occid. W. Disko, Nordfjorden, Storedal.","Groenl. Occid. W. Disko, Nordfjorden, Storedal.; Greenland",Greenland,sp68211434059015540443.att.jpg
816689,1921,26/07/1921,Arctagrostis latifolia (current) ,"Porsild, A.",,,,"Groenl. occid. Kûk (Kome"").""","Groenl. occid. Kûk (Kome"").""; Greenland",Greenland,sp6331526888393631926.att.jpg
816690,1927,26/07/1927,Arctagrostis latifolia (current) ,"Porsild, Morten",,,,Groen. Occid. Qaersuarssuk.,Groen. Occid. Qaersuarssuk.; Greenland,Greenland,sp68861753658843008058.att.jpg
816692,1909,23/07/1909,Arctagrostis latifolia (current) ,"Porsild, Morten",,,,Hare Ø. Erkua.,Hare Ø. Erkua.; Greenland,Greenland,sp68962180873211597511.att.jpg
816694,1902,02/08/1902,Arctagrostis latifolia (current) ,"Porsild, Morten",,,,"Nordfjordens Sydside, overfor Perdlertut. Groenl. Occident.; Disco, Sydgrœnse.","Nordfjordens Sydside, overfor Perdlertut. Groenl. Occident.; Disco, Sydgrœnse.; Greenland",Greenland,sp64391093626020595848.att.jpg
816708,1913,20/07/1913,Arctagrostis latifolia (current) ,Th. P.,,,,Eke.,Eke.; Greenland,Greenland,sp69103150889757676018.att.jpg
816717,1935,23/07/1935,Arctagrostis latifolia (current) ,"Porsild, M.P.",,,,"Vest-Grønl. Svartenhuk Halvø, Tartûssaq Hus.","Vest-Grønl. Svartenhuk Halvø, Tartûssaq Hus.; Greenland",Greenland,sp63643814518443047902.att.jpg
816719,1911,29/07/1911,Arctagrostis latifolia (current) ,M.P.P.,,,,Provens Laksefjeld.,Provens Laksefjeld.; Greenland,Greenland,sp6866839289018152905.att.jpg
816722,1911,26/08/1911,Arctagrostis latifolia (current) ,"Lundager, Andr.",,,,Laksefjeld.,Laksefjeld.; Greenland,Greenland,sp62774876892163628895.att.jpg
816725,1934,06/09/1934,Arctagrostis latifolia (current) ,"Porsild, Morten",,,,"Groenl. Occid. Ingnerit Fjord, Nordsiden.","Groenl. Occid. Ingnerit Fjord, Nordsiden.; Greenland",Greenland,sp66330868136041467825.att.jpg
816728,1935,22/07/1935,Arctagrostis latifolia (current) ,"Porsild, M.P.",,,,"Vest-Grønland, Svartenhuk Halvø.","Vest-Grønland, Svartenhuk Halvø.; Greenland",Greenland,sp63844346621352833091.att.jpg
816730,1934,06/09/1934,Arctagrostis latifolia (current) ,"Porsild, Morten",,,,"Groenl. Occid. Ingnerit Fjord, Nordsiden.","Groenl. Occid. Ingnerit Fjord, Nordsiden.; Greenland",Greenland,sp63368266376377658485.att.jpg
816731,1936,07/1936,Arctagrostis latifolia (current) ,"Vibe, Chr.",,,,NV-Gr. Laksefjeld; Eng.,NV-Gr. Laksefjeld; Eng.; Greenland,Greenland,sp68389588457651083959.att.jpg
816748,1936,14/08/1936,Arctagrostis latifolia (current) ,"Salomonsen, Finn",,,,N. V.-Grønland. 39. Thule.,N. V.-Grønland. 39. Thule.; Greenland,Greenland,sp65246774322615434716.att.jpg
816749,1921,13/07/1921,Arctagrostis latifolia (current) ,"Nygaard, J.",,,,"N. W. Greenland: Inglefield Land, Rensselaer Bay.","N. W. Greenland: Inglefield Land, Rensselaer Bay.; Greenland",Greenland,sp67286056794482821876.att.jpg
816750,1914,31/07/1914,Arctagrostis latifolia (current) ,"Freuchen, P.",,,,N.W. Greenland. Kap York: Thule.,N.W. Greenland. Kap York: Thule.; Greenland,Greenland,sp62459273277765741959.att.jpg
